TransactionID,Date,CustomerID,Product,Category,Region,Quantity,UnitPrice,Sales,PaymentMethod,Channel
7159,2026-09-10,C2234,Mobile,Electronics,West,10,25901,259010,UPI,Online
7160,2026-05-29,C1327,Keyboard,Accessories,East,1,2918,2918,UPI,Online
7161,2026-10-10,C2158,Office Chair,Furniture,North,2,9850,19700,Cash,Store
7162,2026-06-08,C2474,Monitor,Electronics,East,10,20462,204620,Credit Card,Store
7163,2026-03-16,C2151,Mouse,Accessories,East,1,1582,1582,Cash,Store
7164,2026-01-06,C2605,Tablet,Electronics,East,3,30245,90735,Net Banking,Store
7165,2026-03-09,C2142,Keyboard,Accessories,Northeast,7,3200,22400,Credit Card,Store
7166,2026-09-21,C2115,Mobile,Electronics,West,1,27089,27089,Debit Card,Store
7167,2026-06-01,C1254,Laptop,Electronics,Northeast,3,65894,197682,UPI,Store
7168,2026-07-12,C2714,Mobile,Electronics,East,7,24703,172921,Net Banking,Store
7169,2026-11-15,C1037,Laptop,Electronics,Central,8,58399,467192,Net Banking,Distributor
7170,2026-12-16,C1303,Laptop,Electronics,South,1,54321,54321,Net Banking,Online
7171,2026-12-19,C1796,Laptop,Electronics,Northeast,8,63427,507416,UPI,Online
7172,2026-05-22,C1168,Tablet,Electronics,South,2,32033,64066,UPI,Online
7173,2026-04-20,C1876,Mobile,Electronics,Central,5,23894,119470,Debit Card,Distributor
7174,2026-08-14,C1808,Mouse,Accessories,Northeast,8,1607,12856,Cash,Distributor
7175,2026-02-03,C2685,Laptop,Electronics,East,3,64996,194988,UPI,Distributor
7176,2026-02-08,C1757,Laptop,Electronics,East,3,56721,170163,Credit Card,Online
7177,2026-09-27,C1107,Monitor,Electronics,South,7,20494,143458,Cash,Store
7178,2026-01-22,C2661,Mouse,Accessories,West,8,1415,11320,Cash,Distributor
7179,2026-11-06,C1995,Printer,Office,East,3,12737,38211,Credit Card,Distributor
7180,2026-07-30,C1036,Printer,Office,West,6,10934,65604,Credit Card,Store
7181,2026-08-01,C2566,Mobile,Electronics,West,7,26666,186662,Debit Card,Store
7182,2026-01-03,C2685,Desk,Furniture,Central,6,14864,89184,Credit Card,Store
7183,2026-11-26,C1978,Mobile,Electronics,Central,3,23754,71262,Cash,Store
7184,2026-11-01,C2680,Laptop,Electronics,South,3,59161,177483,Net Banking,Store
7185,2026-07-12,C2245,Keyboard,Accessories,South,7,2807,19649,Debit Card,Distributor
7186,2026-12-05,C1373,Monitor,Electronics,West,3,18754,56262,Debit Card,Distributor
7187,2026-03-22,C2601,Desk,Furniture,West,4,14428,57712,Credit Card,Distributor
7188,2026-02-19,C2965,Desk,Furniture,West,6,15721,94326,UPI,Store
7189,2026-05-12,C1987,Headphones,Accessories,North,6,4299,25794,UPI,Online
7190,2026-12-24,C2727,Monitor,Electronics,Central,7,20487,143409,Credit Card,Distributor
7191,2026-06-05,C2270,Keyboard,Accessories,Central,1,2917,2917,Net Banking,Distributor
7192,2026-05-03,C1201,Tablet,Electronics,Central,4,28848,115392,UPI,Distributor
7193,2026-01-05,C2109,Mobile,Electronics,East,7,26661,186627,Credit Card,Distributor
7194,2026-02-16,C1183,Mobile,Electronics,South,10,24558,245580,Cash,Store
7195,2026-03-31,C1117,Mouse,Accessories,Northeast,2,1613,3226,Cash,Online
7196,2026-05-04,C2306,Printer,Office,Central,6,12094,72564,UPI,Online
7197,2026-06-26,C1866,Keyboard,Accessories,Central,4,2726,10904,UPI,Distributor
7198,2026-02-18,C2509,Keyboard,Accessories,East,1,2750,2750,Cash,Distributor
7199,2026-08-20,C2224,Headphones,Accessories,East,4,4259,17036,UPI,Online
7200,2026-10-21,C1575,Office Chair,Furniture,Northeast,7,9453,66171,Debit Card,Online
7201,2026-11-23,C1644,Monitor,Electronics,West,7,18726,131082,Net Banking,Store
7202,2026-01-12,C1143,Printer,Office,North,1,12328,12328,Cash,Online
7203,2026-04-26,C2148,Keyboard,Accessories,Central,10,3016,30160,Credit Card,Store
7204,2026-04-11,C2118,Office Chair,Furniture,North,9,9639,86751,Net Banking,Distributor
7205,2026-11-13,C2824,Mouse,Accessories,West,3,1519,4557,UPI,Distributor
7206,2026-02-10,C2696,Laptop,Electronics,East,7,57253,400771,UPI,Store
7207,2026-01-20,C1634,Laptop,Electronics,Central,2,55113,110226,UPI,Online
7208,2026-10-05,C2032,Office Chair,Furniture,East,3,9180,27540,Net Banking,Online
7209,2026-06-28,C2666,Office Chair,Furniture,Northeast,1,10579,10579,Cash,Store
7210,2026-08-22,C2310,Desk,Furniture,Central,6,14646,87876,Credit Card,Distributor
7211,2026-11-28,C2258,Desk,Furniture,South,1,13996,13996,UPI,Store
7212,2026-09-08,C2615,Office Chair,Furniture,East,5,9709,48545,Debit Card,Distributor
7213,2026-08-20,C1450,Mouse,Accessories,East,4,1426,5704,Net Banking,Store
7214,2026-11-27,C1324,Office Chair,Furniture,North,2,9676,19352,Net Banking,Online
7215,2026-03-23,C1679,Mouse,Accessories,West,10,1463,14630,Credit Card,Store
7216,2026-09-25,C2278,Monitor,Electronics,West,3,19581,58743,UPI,Distributor
7217,2026-10-05,C2014,Desk,Furniture,Central,10,16146,161460,Net Banking,Store
7218,2026-08-22,C1493,Mobile,Electronics,Northeast,8,25537,204296,Net Banking,Store
7219,2026-08-02,C2769,Laptop,Electronics,Northeast,1,63148,63148,UPI,Store
7220,2026-11-07,C1968,Laptop,Electronics,South,6,60433,362598,UPI,Store
7221,2026-03-15,C2510,Monitor,Electronics,West,3,19261,57783,Credit Card,Online
7222,2026-11-11,C2013,Monitor,Electronics,Central,2,19293,38586,Net Banking,Online
7223,2026-12-11,C1274,Office Chair,Furniture,Northeast,2,9701,19402,UPI,Online
7224,2026-01-29,C2553,Office Chair,Furniture,West,4,9382,37528,Debit Card,Distributor
7225,2026-03-16,C1445,Headphones,Accessories,South,8,4399,35192,UPI,Store
7226,2026-07-23,C1936,Tablet,Electronics,Northeast,4,28460,113840,Debit Card,Distributor
7227,2026-05-19,C2221,Mouse,Accessories,Central,9,1519,13671,UPI,Store
7228,2026-01-25,C2706,Monitor,Electronics,Northeast,9,21549,193941,UPI,Store
7229,2026-10-25,C1287,Printer,Office,West,8,11373,90984,Net Banking,Store
7230,2026-01-15,C2258,Tablet,Electronics,East,6,27718,166308,Cash,Distributor
7231,2026-04-08,C2446,Laptop,Electronics,Central,3,59623,178869,Net Banking,Distributor
7232,2026-08-26,C2411,Desk,Furniture,South,4,16312,65248,Credit Card,Store
7233,2026-05-14,C2797,Desk,Furniture,Central,5,16335,81675,Net Banking,Online
7234,2026-03-24,C1980,Laptop,Electronics,East,2,57950,115900,Credit Card,Online
7235,2026-12-09,C2714,Mobile,Electronics,Central,7,24177,169239,Net Banking,Online
7236,2026-09-17,C2115,Headphones,Accessories,Central,10,4279,42790,Cash,Distributor
7237,2026-04-02,C2962,Desk,Furniture,North,5,14673,73365,UPI,Distributor
7238,2026-01-30,C1457,Desk,Furniture,North,9,15954,143586,Cash,Online
7239,2026-01-14,C1476,Keyboard,Accessories,Northeast,1,2842,2842,UPI,Store
7240,2026-03-04,C2287,Laptop,Electronics,Central,6,61584,369504,Debit Card,Distributor
7241,2026-01-30,C2976,Laptop,Electronics,East,7,65260,456820,Net Banking,Store
7242,2026-01-31,C2750,Mobile,Electronics,West,9,25256,227304,Debit Card,Online
7243,2026-12-16,C1861,Keyboard,Accessories,Central,1,2991,2991,Cash,Store
7244,2026-08-23,C2977,Headphones,Accessories,South,8,3603,28824,Cash,Online
7245,2026-04-20,C2654,Monitor,Electronics,South,2,20984,41968,Net Banking,Store
7246,2026-12-10,C2321,Keyboard,Accessories,Northeast,6,2989,17934,Net Banking,Store
7247,2026-09-29,C2771,Laptop,Electronics,East,3,57349,172047,Debit Card,Store
7248,2026-09-08,C1425,Tablet,Electronics,Northeast,3,27704,83112,UPI,Store
7249,2026-01-21,C2612,Printer,Office,North,6,11010,66060,UPI,Store
7250,2026-08-26,C1036,Tablet,Electronics,East,8,28783,230264,Cash,Store
7251,2026-08-24,C1942,Desk,Furniture,East,7,16355,114485,Credit Card,Distributor
7252,2026-05-25,C2002,Monitor,Electronics,West,3,20457,61371,Credit Card,Distributor
7253,2026-05-16,C1377,Mouse,Accessories,West,6,1576,9456,UPI,Online
7254,2026-09-28,C2116,Printer,Office,North,2,11490,22980,Net Banking,Distributor
7255,2026-11-26,C1123,Monitor,Electronics,Northeast,8,19687,157496,Net Banking,Online
7256,2026-04-22,C2585,Laptop,Electronics,East,5,55200,276000,UPI,Online
7257,2026-09-04,C1993,Tablet,Electronics,Central,3,30874,92622,Net Banking,Distributor
7258,2026-05-02,C1664,Tablet,Electronics,Northeast,4,31507,126028,Net Banking,Distributor
7259,2026-02-18,C2769,Laptop,Electronics,West,3,55514,166542,Credit Card,Distributor
7260,2026-04-21,C1537,Desk,Furniture,North,6,13917,83502,Credit Card,Store
7261,2026-04-14,C1668,Office Chair,Furniture,Northeast,3,10052,30156,Cash,Online
7262,2026-01-06,C2507,Office Chair,Furniture,Central,10,10715,107150,Credit Card,Store
7263,2026-01-29,C1520,Monitor,Electronics,Central,3,20931,62793,Debit Card,Store
7264,2026-04-20,C1974,Printer,Office,East,10,12201,122010,Debit Card,Online
7265,2026-06-11,C1086,Mobile,Electronics,East,10,22871,228710,UPI,Store
7266,2026-02-09,C1377,Mobile,Electronics,Central,4,23529,94116,Cash,Store
7267,2026-07-25,C1152,Mobile,Electronics,Northeast,3,22712,68136,Credit Card,Distributor
7268,2026-02-07,C1044,Office Chair,Furniture,North,6,9681,58086,Debit Card,Store
7269,2026-10-03,C2270,Tablet,Electronics,Central,5,29686,148430,Credit Card,Store
7270,2026-06-06,C1066,Mobile,Electronics,Central,5,27163,135815,Credit Card,Online
7271,2026-08-25,C1444,Office Chair,Furniture,South,6,10725,64350,Cash,Online
7272,2026-08-14,C1696,Desk,Furniture,West,3,13628,40884,Debit Card,Online
7273,2026-05-29,C1307,Monitor,Electronics,Northeast,4,20263,81052,Credit Card,Store
7274,2026-08-09,C2582,Mobile,Electronics,South,2,25734,51468,Credit Card,Distributor
7275,2026-09-30,C2734,Mobile,Electronics,East,3,26696,80088,Debit Card,Store
7276,2026-12-13,C1757,Monitor,Electronics,Central,5,21001,105005,Cash,Store
7277,2026-08-06,C2745,Headphones,Accessories,Northeast,9,3774,33966,Credit Card,Distributor
7278,2026-06-16,C1303,Desk,Furniture,East,2,14272,28544,UPI,Online
7279,2026-10-03,C1292,Headphones,Accessories,South,8,4026,32208,Credit Card,Distributor
7280,2026-09-25,C1527,Monitor,Electronics,Northeast,9,19127,172143,Net Banking,Store
7281,2026-11-05,C2766,Mouse,Accessories,Northeast,6,1366,8196,Credit Card,Store
7282,2026-04-29,C2602,Laptop,Electronics,Northeast,2,54650,109300,UPI,Online
7283,2026-11-12,C1495,Headphones,Accessories,North,5,3733,18665,UPI,Store
7284,2026-09-30,C2031,Desk,Furniture,East,9,13757,123813,Net Banking,Online
7285,2026-03-13,C2677,Mouse,Accessories,Northeast,6,1489,8934,Cash,Distributor
7286,2026-06-18,C1066,Laptop,Electronics,North,6,55990,335940,Credit Card,Distributor
7287,2026-07-15,C2699,Office Chair,Furniture,East,5,10415,52075,Net Banking,Online
7288,2026-02-24,C1352,Headphones,Accessories,East,1,4167,4167,Cash,Store
7289,2026-11-24,C2367,Keyboard,Accessories,South,1,3219,3219,UPI,Store
7290,2026-06-24,C2262,Office Chair,Furniture,South,5,9698,48490,Debit Card,Distributor
7291,2026-01-23,C1315,Tablet,Electronics,East,6,28127,168762,Net Banking,Online
7292,2026-07-03,C2735,Printer,Office,South,10,11239,112390,Credit Card,Online
7293,2026-09-16,C2814,Monitor,Electronics,West,3,18213,54639,Cash,Online
7294,2026-05-15,C2349,Mouse,Accessories,Northeast,5,1451,7255,UPI,Online
7295,2026-09-30,C2367,Keyboard,Accessories,South,8,2701,21608,Cash,Online
7296,2026-07-05,C1245,Mouse,Accessories,Northeast,2,1391,2782,UPI,Distributor
7297,2026-01-26,C1721,Mouse,Accessories,South,4,1629,6516,Credit Card,Distributor
7298,2026-07-07,C2254,Keyboard,Accessories,West,6,2707,16242,Credit Card,Distributor
7299,2026-10-26,C1337,Laptop,Electronics,East,6,65495,392970,Net Banking,Store
7300,2026-12-20,C1966,Headphones,Accessories,South,2,3779,7558,Debit Card,Store
7301,2026-07-30,C2742,Tablet,Electronics,North,3,32739,98217,Credit Card,Online
7302,2026-05-29,C2357,Office Chair,Furniture,East,7,9049,63343,Debit Card,Online
7303,2026-10-22,C2353,Headphones,Accessories,Central,8,3973,31784,Debit Card,Store
7304,2026-02-22,C2604,Desk,Furniture,Northeast,7,15785,110495,UPI,Online
7305,2026-11-24,C2800,Monitor,Electronics,South,2,18966,37932,Credit Card,Online
7306,2026-10-08,C1197,Headphones,Accessories,West,1,4200,4200,Cash,Store
7307,2026-11-24,C2558,Mobile,Electronics,Central,10,24073,240730,Debit Card,Online
7308,2026-08-15,C2812,Laptop,Electronics,East,9,55397,498573,Debit Card,Distributor
7309,2026-06-14,C2815,Mouse,Accessories,Central,3,1565,4695,Debit Card,Online
7310,2026-05-10,C2078,Printer,Office,South,10,11251,112510,Credit Card,Online
7311,2026-10-20,C2426,Desk,Furniture,South,4,14590,58360,UPI,Online
7312,2026-11-19,C1717,Headphones,Accessories,Northeast,3,4133,12399,Cash,Online
7313,2026-06-08,C1763,Mobile,Electronics,West,7,26625,186375,Debit Card,Online
7314,2026-06-19,C1680,Headphones,Accessories,West,7,3945,27615,Credit Card,Store
7315,2026-03-23,C1612,Printer,Office,East,3,12863,38589,UPI,Distributor
7316,2026-08-27,C2653,Desk,Furniture,East,6,13934,83604,Cash,Online
7317,2026-04-19,C1743,Tablet,Electronics,South,2,29075,58150,Credit Card,Distributor
7318,2026-10-18,C2797,Headphones,Accessories,North,4,3798,15192,Cash,Distributor
7319,2026-02-10,C2797,Headphones,Accessories,East,10,4346,43460,Credit Card,Store
7320,2026-10-24,C1346,Tablet,Electronics,North,8,29152,233216,Net Banking,Online
7321,2026-08-16,C1371,Headphones,Accessories,Northeast,7,3754,26278,Cash,Distributor
7322,2026-12-04,C2942,Monitor,Electronics,Northeast,1,21206,21206,UPI,Store
7323,2026-09-05,C2391,Tablet,Electronics,East,3,32372,97116,UPI,Online
7324,2026-07-04,C2027,Keyboard,Accessories,Northeast,9,2996,26964,Cash,Store
7325,2026-07-30,C2434,Laptop,Electronics,East,7,61896,433272,Credit Card,Online
7326,2026-07-14,C2120,Desk,Furniture,Central,4,15053,60212,Credit Card,Store
7327,2026-05-14,C2728,Mouse,Accessories,West,5,1588,7940,Net Banking,Online
7328,2026-12-22,C1264,Office Chair,Furniture,Central,1,10202,10202,Credit Card,Online
7329,2026-06-04,C2796,Monitor,Electronics,North,9,20668,186012,Cash,Online
7330,2026-04-04,C1607,Mouse,Accessories,West,6,1637,9822,Net Banking,Store
7331,2026-07-17,C2784,Tablet,Electronics,West,1,28853,28853,Credit Card,Distributor
7332,2026-08-03,C1449,Office Chair,Furniture,West,8,9669,77352,Credit Card,Distributor
7333,2026-03-04,C1474,Headphones,Accessories,Central,10,3646,36460,Cash,Store
7334,2026-03-08,C1269,Mouse,Accessories,West,8,1387,11096,Cash,Distributor
7335,2026-10-17,C2830,Headphones,Accessories,East,7,3613,25291,Debit Card,Store
7336,2026-04-28,C1404,Mobile,Electronics,North,6,23613,141678,Net Banking,Store
7337,2026-06-09,C1759,Tablet,Electronics,North,4,29143,116572,Cash,Store
7338,2026-12-30,C1398,Laptop,Electronics,South,5,57892,289460,Debit Card,Store
7339,2026-04-22,C2901,Keyboard,Accessories,Northeast,5,2832,14160,UPI,Store
7340,2026-11-03,C1624,Desk,Furniture,Central,2,15017,30034,Net Banking,Store
7341,2026-12-23,C1114,Monitor,Electronics,North,3,19415,58245,Debit Card,Distributor
7342,2026-07-09,C1163,Monitor,Electronics,West,2,18858,37716,Debit Card,Store
7343,2026-05-31,C2513,Headphones,Accessories,West,2,4160,8320,Credit Card,Store
7344,2026-01-08,C1025,Laptop,Electronics,Central,1,59294,59294,Debit Card,Store
7345,2026-11-07,C1740,Keyboard,Accessories,East,7,2741,19187,Net Banking,Distributor
7346,2026-10-06,C2606,Mouse,Accessories,South,3,1387,4161,UPI,Store
7347,2026-05-30,C1951,Tablet,Electronics,Northeast,6,27863,167178,UPI,Store
7348,2026-11-14,C2522,Laptop,Electronics,East,5,55984,279920,UPI,Store
7349,2026-05-11,C1969,Mouse,Accessories,South,1,1378,1378,Credit Card,Distributor
7350,2026-11-10,C2524,Mobile,Electronics,South,4,24979,99916,Net Banking,Store
7351,2026-12-09,C1066,Desk,Furniture,Northeast,9,14942,134478,Debit Card,Distributor
7352,2026-09-04,C2067,Mouse,Accessories,Northeast,9,1489,13401,Cash,Distributor
7353,2026-03-07,C1413,Keyboard,Accessories,West,10,3205,32050,Debit Card,Online
7354,2026-04-25,C2665,Monitor,Electronics,North,6,20526,123156,Cash,Distributor
7355,2026-04-26,C1502,Mobile,Electronics,Central,1,22878,22878,Debit Card,Online
7356,2026-10-29,C2682,Keyboard,Accessories,East,9,3155,28395,Debit Card,Store
7357,2026-04-13,C2679,Office Chair,Furniture,Northeast,8,10359,82872,Credit Card,Store
7358,2026-06-06,C2484,Monitor,Electronics,South,8,21440,171520,UPI,Distributor
7359,2026-01-17,C1568,Mouse,Accessories,Northeast,3,1542,4626,Debit Card,Store
7360,2026-02-11,C1179,Keyboard,Accessories,West,9,2993,26937,UPI,Store
7361,2026-05-23,C2254,Laptop,Electronics,South,3,62418,187254,Credit Card,Online
7362,2026-09-27,C1327,Desk,Furniture,South,9,14932,134388,Net Banking,Store
7363,2026-06-21,C1500,Monitor,Electronics,West,1,19581,19581,UPI,Online
7364,2026-08-30,C2561,Office Chair,Furniture,Central,9,10522,94698,UPI,Distributor
7365,2026-09-20,C1117,Desk,Furniture,West,6,14487,86922,Credit Card,Online
7366,2026-01-13,C2448,Mobile,Electronics,South,5,24860,124300,UPI,Distributor
7367,2026-09-13,C2423,Office Chair,Furniture,East,5,9188,45940,Credit Card,Online
7368,2026-10-09,C2964,Tablet,Electronics,East,7,29362,205534,Debit Card,Store
7369,2026-03-09,C2652,Laptop,Electronics,North,10,60652,606520,Debit Card,Online
7370,2026-11-06,C2481,Mouse,Accessories,East,7,1549,10843,Net Banking,Store
7371,2026-08-12,C2712,Laptop,Electronics,Central,1,65715,65715,Debit Card,Store
7372,2026-07-24,C2262,Printer,Office,Central,6,13116,78696,UPI,Store
7373,2026-01-18,C1783,Keyboard,Accessories,East,1,2792,2792,Cash,Online
7374,2026-02-12,C2825,Keyboard,Accessories,East,8,2993,23944,Cash,Distributor
7375,2026-05-25,C1235,Office Chair,Furniture,North,5,9671,48355,UPI,Distributor
7376,2026-09-14,C3000,Printer,Office,North,3,11324,33972,Cash,Store
7377,2026-02-25,C2660,Office Chair,Furniture,East,5,10223,51115,Net Banking,Online
7378,2026-02-24,C1961,Office Chair,Furniture,East,4,9537,38148,UPI,Store
7379,2026-11-13,C2830,Desk,Furniture,South,8,14237,113896,UPI,Online
7380,2026-11-18,C1653,Monitor,Electronics,South,1,21950,21950,UPI,Distributor
7381,2026-09-07,C1335,Monitor,Electronics,Central,3,18055,54165,Debit Card,Online
7382,2026-10-15,C1118,Headphones,Accessories,East,3,3788,11364,Credit Card,Distributor
7383,2026-08-10,C1559,Printer,Office,Northeast,3,11392,34176,Net Banking,Distributor
7384,2026-07-21,C1245,Monitor,Electronics,East,6,20884,125304,Cash,Online
7385,2026-01-19,C1313,Office Chair,Furniture,Central,9,10890,98010,UPI,Store
7386,2026-08-07,C2527,Keyboard,Accessories,North,7,3010,21070,Credit Card,Distributor
7387,2026-11-01,C2178,Desk,Furniture,East,3,14707,44121,UPI,Store
7388,2026-06-06,C2471,Keyboard,Accessories,West,6,3143,18858,Debit Card,Distributor
7389,2026-12-09,C1537,Keyboard,Accessories,East,1,3185,3185,Debit Card,Online
7390,2026-04-13,C1210,Mouse,Accessories,East,10,1364,13640,Debit Card,Online
7391,2026-10-26,C2592,Printer,Office,South,3,11907,35721,Debit Card,Distributor
7392,2026-04-20,C2102,Desk,Furniture,Northeast,1,15978,15978,UPI,Store
7393,2026-09-25,C2751,Mouse,Accessories,North,6,1516,9096,Debit Card,Distributor
7394,2026-07-22,C2123,Keyboard,Accessories,West,8,2963,23704,Net Banking,Online
7395,2026-12-30,C2957,Office Chair,Furniture,South,9,9855,88695,Net Banking,Store
7396,2026-05-17,C2429,Mobile,Electronics,West,8,24908,199264,Credit Card,Store
7397,2026-08-16,C2782,Mouse,Accessories,West,1,1353,1353,Cash,Distributor
7398,2026-09-06,C1789,Keyboard,Accessories,West,8,3263,26104,Net Banking,Store
7399,2026-03-14,C2886,Mobile,Electronics,South,9,23332,209988,UPI,Distributor
7400,2026-09-12,C1418,Laptop,Electronics,Central,2,63771,127542,Credit Card,Distributor
7401,2026-06-14,C2629,Keyboard,Accessories,Northeast,4,2734,10936,Cash,Online
7402,2026-10-06,C2770,Mouse,Accessories,Northeast,8,1559,12472,Net Banking,Store
7403,2026-02-09,C2107,Printer,Office,West,6,12496,74976,Debit Card,Store
7404,2026-05-17,C1884,Desk,Furniture,Central,4,16304,65216,Cash,Online
7405,2026-05-05,C1373,Monitor,Electronics,Central,4,18898,75592,UPI,Online
7406,2026-01-10,C1963,Keyboard,Accessories,Central,2,2772,5544,UPI,Online
7407,2026-07-11,C2808,Laptop,Electronics,West,7,59394,415758,UPI,Online
7408,2026-12-12,C1862,Desk,Furniture,West,2,14434,28868,Net Banking,Online
7409,2026-02-08,C1919,Printer,Office,Central,6,11413,68478,Debit Card,Distributor
7410,2026-02-06,C2615,Tablet,Electronics,East,8,27277,218216,UPI,Store
7411,2026-11-11,C2965,Laptop,Electronics,Northeast,10,60745,607450,Cash,Store
7412,2026-07-04,C2957,Laptop,Electronics,Central,5,56887,284435,Net Banking,Distributor
7413,2026-03-07,C1878,Monitor,Electronics,North,4,19275,77100,Debit Card,Store
7414,2026-01-22,C2207,Headphones,Accessories,Northeast,10,4339,43390,Credit Card,Store
7415,2026-10-02,C1803,Office Chair,Furniture,Northeast,4,10080,40320,Cash,Distributor
7416,2026-06-22,C1240,Printer,Office,Central,6,12113,72678,UPI,Store
7417,2026-01-31,C1387,Desk,Furniture,West,4,13743,54972,Cash,Online
7418,2026-02-22,C2110,Tablet,Electronics,Northeast,6,28310,169860,Credit Card,Distributor
7419,2026-01-30,C2782,Desk,Furniture,North,8,14964,119712,UPI,Store
7420,2026-06-05,C2350,Desk,Furniture,North,4,14687,58748,Debit Card,Store
7421,2026-10-24,C1088,Keyboard,Accessories,South,3,3115,9345,UPI,Store
7422,2026-07-21,C2778,Mobile,Electronics,Northeast,1,27469,27469,Debit Card,Distributor
7423,2026-06-13,C2838,Headphones,Accessories,Central,2,4318,8636,Debit Card,Distributor
7424,2026-09-16,C1565,Monitor,Electronics,South,10,21564,215640,Cash,Online
7425,2026-07-07,C2397,Office Chair,Furniture,North,6,9538,57228,Debit Card,Store
7426,2026-07-02,C1189,Mobile,Electronics,South,1,24926,24926,Credit Card,Online
7427,2026-04-13,C2213,Desk,Furniture,South,3,13885,41655,Credit Card,Store
7428,2026-09-13,C1667,Tablet,Electronics,Central,1,28932,28932,Credit Card,Store
7429,2026-03-01,C2372,Keyboard,Accessories,East,4,3205,12820,Net Banking,Store
7430,2026-07-09,C1232,Laptop,Electronics,Northeast,8,65641,525128,Debit Card,Distributor
7431,2026-03-17,C1300,Office Chair,Furniture,South,5,9157,45785,Net Banking,Online
7432,2026-03-30,C2942,Keyboard,Accessories,East,4,2749,10996,UPI,Distributor
7433,2026-10-31,C2766,Desk,Furniture,South,3,14118,42354,Net Banking,Online
7434,2026-07-15,C1467,Keyboard,Accessories,North,2,3030,6060,Debit Card,Online
7435,2026-01-19,C2780,Keyboard,Accessories,West,5,3082,15410,Net Banking,Store
7436,2026-12-19,C1966,Laptop,Electronics,East,8,56916,455328,Debit Card,Online
7437,2026-10-15,C1627,Mouse,Accessories,Northeast,9,1414,12726,Credit Card,Distributor
7438,2026-10-15,C1405,Office Chair,Furniture,Northeast,3,10752,32256,Net Banking,Distributor
7439,2026-03-14,C1738,Desk,Furniture,East,3,14629,43887,Credit Card,Store
7440,2026-05-02,C2000,Laptop,Electronics,East,6,59543,357258,Net Banking,Online
7441,2026-11-17,C1179,Mouse,Accessories,East,1,1547,1547,Net Banking,Distributor
7442,2026-02-25,C2917,Tablet,Electronics,West,4,32147,128588,Cash,Distributor
7443,2026-04-12,C2684,Keyboard,Accessories,East,8,2742,21936,Debit Card,Distributor
7444,2026-05-28,C2549,Printer,Office,South,7,12449,87143,Credit Card,Online
7445,2026-10-28,C1047,Printer,Office,Central,2,11433,22866,Cash,Distributor
7446,2026-10-06,C1104,Printer,Office,East,6,11240,67440,Credit Card,Online
7447,2026-08-27,C1597,Office Chair,Furniture,Central,9,10201,91809,Debit Card,Distributor
7448,2026-03-06,C1066,Tablet,Electronics,West,5,28344,141720,Cash,Distributor
7449,2026-02-28,C1863,Laptop,Electronics,Central,8,59494,475952,Debit Card,Distributor
7450,2026-12-31,C2727,Tablet,Electronics,North,8,32362,258896,Debit Card,Store
7451,2026-12-21,C2057,Desk,Furniture,East,1,13561,13561,Credit Card,Online
7452,2026-02-16,C1267,Office Chair,Furniture,Northeast,6,9705,58230,Credit Card,Distributor
7453,2026-01-24,C1106,Office Chair,Furniture,Northeast,5,10841,54205,Credit Card,Distributor
7454,2026-06-20,C1245,Printer,Office,West,3,11419,34257,Debit Card,Distributor
7455,2026-07-26,C1616,Keyboard,Accessories,West,4,2763,11052,Net Banking,Distributor
7456,2026-09-12,C1424,Mouse,Accessories,South,7,1426,9982,Debit Card,Distributor
7457,2026-12-13,C1791,Tablet,Electronics,East,10,32477,324770,UPI,Distributor
7458,2026-02-04,C2860,Keyboard,Accessories,Central,1,2761,2761,Net Banking,Distributor
7459,2026-01-08,C1080,Monitor,Electronics,East,10,18518,185180,Net Banking,Online
7460,2026-04-28,C1949,Monitor,Electronics,Northeast,3,20435,61305,Credit Card,Store
7461,2026-10-18,C1704,Monitor,Electronics,Northeast,5,20969,104845,UPI,Online
7462,2026-01-01,C2828,Desk,Furniture,West,2,14008,28016,Cash,Distributor
7463,2026-12-11,C1224,Monitor,Electronics,North,4,18055,72220,Net Banking,Store
7464,2026-02-06,C1979,Keyboard,Accessories,North,1,2772,2772,Credit Card,Distributor
7465,2026-05-26,C1198,Desk,Furniture,South,3,13799,41397,Debit Card,Distributor
7466,2026-01-11,C2036,Laptop,Electronics,North,3,59488,178464,Debit Card,Distributor
7467,2026-09-24,C2404,Laptop,Electronics,Central,1,64724,64724,Credit Card,Store
7468,2026-11-04,C2592,Mobile,Electronics,North,8,23533,188264,Cash,Store
7469,2026-06-10,C2217,Mobile,Electronics,West,8,23376,187008,Credit Card,Store
7470,2026-07-21,C1728,Laptop,Electronics,West,9,54657,491913,Credit Card,Online
7471,2026-12-20,C1154,Tablet,Electronics,West,7,29245,204715,UPI,Distributor
7472,2026-09-13,C1246,Desk,Furniture,West,8,15376,123008,Credit Card,Store
7473,2026-11-01,C2485,Office Chair,Furniture,Northeast,7,10415,72905,UPI,Distributor
7474,2026-09-05,C2707,Printer,Office,West,1,12135,12135,UPI,Distributor
7475,2026-06-10,C2127,Laptop,Electronics,West,10,58924,589240,Cash,Online
7476,2026-01-06,C2304,Keyboard,Accessories,East,8,2781,22248,Debit Card,Distributor
7477,2026-05-05,C1006,Office Chair,Furniture,North,10,10450,104500,UPI,Online
7478,2026-08-15,C2100,Office Chair,Furniture,South,1,9823,9823,Net Banking,Online
7479,2026-01-26,C1665,Desk,Furniture,North,1,14708,14708,UPI,Distributor
